Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,
2026-01-27 05:30:00+00:00,1672.699951171875,1676.800048828125,1672.5999755859375,1673.5999755859375,267614
2026-01-27 05:45:00+00:00,1678.0,1678.0,1672.199951171875,1672.699951171875,163350
2026-01-27 06:00:00+00:00,1682.699951171875,1682.800048828125,1678.0999755859375,1678.0999755859375,198680
2026-01-27 06:15:00+00:00,1682.0,1683.5,1679.699951171875,1682.800048828125,243142
2026-01-27 06:30:00+00:00,1681.199951171875,1682.699951171875,1680.0,1682.0999755859375,261625
2026-01-27 06:45:00+00:00,1681.300048828125,1682.5,1679.699951171875,1681.4000244140625,283795
2026-01-27 07:00:00+00:00,1679.699951171875,1681.5999755859375,1678.9000244140625,1681.5999755859375,196759
2026-01-27 07:15:00+00:00,1680.0999755859375,1680.699951171875,1679.300048828125,1679.800048828125,231266
2026-01-27 07:30:00+00:00,1680.4000244140625,1680.9000244140625,1679.5,1680.199951171875,234512
2026-01-27 07:45:00+00:00,1680.800048828125,1681.4000244140625,1679.9000244140625,1680.5,239664
2026-01-27 08:00:00+00:00,1680.0,1681.0,1678.0,1681.0,270575
2026-01-27 08:15:00+00:00,1678.5999755859375,1680.0,1678.199951171875,1680.0,255722
2026-01-27 08:30:00+00:00,1680.4000244140625,1680.5,1677.9000244140625,1678.5999755859375,248126
2026-01-27 08:45:00+00:00,1680.5,1680.800048828125,1679.300048828125,1680.5,243771
2026-01-27 09:00:00+00:00,1680.5,1682.0999755859375,1680.0,1680.199951171875,524411
2026-01-27 09:15:00+00:00,1681.9000244140625,1682.199951171875,1680.0999755859375,1680.5,697230
2026-01-27 09:30:00+00:00,1681.5,1682.0999755859375,1679.4000244140625,1682.0,1401203
2026-01-27 09:45:00+00:00,1682.699951171875,1689.0,1681.0999755859375,1681.5999755859375,1328439
2026-01-28 03:45:00+00:00,1679.4000244140625,1688.699951171875,1674.699951171875,1674.699951171875,273545
2026-01-28 04:00:00+00:00,1675.0999755859375,1681.4000244140625,1673.699951171875,1679.300048828125,211373
2026-01-28 04:15:00+00:00,1668.300048828125,1675.5999755859375,1665.300048828125,1675.0999755859375,187080
2026-01-28 04:30:00+00:00,1663.0,1671.699951171875,1659.0999755859375,1668.5,729193
2026-01-28 04:45:00+00:00,1661.4000244140625,1669.0,1660.5999755859375,1663.0999755859375,157938
2026-01-28 05:00:00+00:00,1663.5,1665.0,1659.4000244140625,1661.800048828125,215534
2026-01-28 05:15:00+00:00,1658.5,1663.5999755859375,1658.0999755859375,1663.5999755859375,354312
2026-01-28 05:30:00+00:00,1660.300048828125,1660.5999755859375,1654.699951171875,1658.5999755859375,255276
2026-01-28 05:45:00+00:00,1657.300048828125,1661.9000244140625,1656.4000244140625,1660.0,243633
2026-01-28 06:00:00+00:00,1652.699951171875,1658.5999755859375,1652.0,1657.9000244140625,296896
2026-01-28 06:15:00+00:00,1660.4000244140625,1662.5,1652.699951171875,1653.0,247010
2026-01-28 06:30:00+00:00,1659.0999755859375,1662.5999755859375,1658.5,1660.4000244140625,259657
2026-01-28 06:45:00+00:00,1652.699951171875,1659.199951171875,1652.4000244140625,1659.0,193604
